Nerve injury	57182000
dark urine	39575007
Urine looks dark	39575007
light-headedness feeling	386705008
Lightheadedness	386705008
STOMACH ULCER	397825006
Gastric ulcer	397825006
Tremor	26079004
hip pain	49218002
Hip pain	49218002
Lipitor	3877011000036101
Lipitor	3877011000036101
diarreha	62315008
Diarrhoea	62315008
server pain	76948002
Severe pain	76948002
Itching	418290006
caused me to limp	16973004
Limping	16973004
chest pains	29857009
Chest pain	29857009
dark urine	39575007
Urine looks dark	39575007
hair loss	278040002
Loss of hair	278040002
lipitor	3877011000036101
Lipitor	3877011000036101
Liptor	3877011000036101
Lipitor	3877011000036101
Generally unwell	213257006
shingles	4740000
Herpes zoster	4740000
voltaren	28551000168108
Voltaren	28551000168108
Edema of ankles	26237000
Ankle oedema	26237000
Difficulty getting to sleep	59050008
Initial insomnia	59050008
CoQ 10	77424011000036100
ubidecarenone	77424011000036100
Inflammatory disorder	128139000
Lipitor	3877011000036101
Lipitor	3877011000036101
severe shoulder pain	76948002
Severe pain	76948002
VOLTAREN	28551000168108
Voltaren	28551000168108
arthritic pain	57676002
Arthralgia	57676002
tylenol #3	3080011000036109
Tylenol	3080011000036109
cholestorol which had jumped from 175 to 220	166830008
Serum cholesterol raised	166830008
COQ10	77424011000036100
ubidecarenone	77424011000036100
myopathies	129565002
Disorder of muscle	129565002
scabs	409589004
Scab of skin	409589004
dizziness	404640003
Dizziness	404640003
Fatigue	84229001
SWELLING OF THE LEGS AND FEET	275319005
Swollen legs	275319005
Pain	22253000
Lipitor	3877011000036101
Lipitor	3877011000036101
pain	22253000
Pain	22253000
low pulse	271870002
Low blood pressure reading	271870002
Heel pain	2733002
Joint pain	57676002
Arthralgia	57676002
Fear	1402001
LOWER BACK PAIN	279039007
Low back pain	279039007
numbness and tingling in my hands	309521004
Numbness of hand	309521004
Lipitor	3877011000036101
Lipitor	3877011000036101
fever	386661006
Fever	386661006
joint pain	57676002
Arthralgia	57676002
eye muscle spasms	59026006
Blepharospasm	59026006
Dizzy	404640003
Dizziness	404640003
Exhaustion	60119000
hip pain	49218002
Hip pain	49218002
vomiting	422400008
Vomiting	422400008
Lipitor	3877011000036101
Lipitor	3877011000036101
neurodegeneration	80690008
Degenerative disease of the central nervous system	80690008
Random blood sugar raised	166892002
severe headache	25064002
Headache	25064002
shrinking muscels arms	88092000
Muscle atrophy	88092000
Hip pain	49218002
pain	22253000
Pain	22253000
perforated ulcer	9829001
Gastric ulcer with perforation	9829001
Tylenol	3080011000036109
lightheaded	386705008
Lightheadedness	386705008
Dyspnoea	267036007
ringing in the ears	60862001
Tinnitus	60862001
paralysis	44695005
Paralysis	44695005
hands hurt	53057004
Hand pain	53057004
fatigue in forearms	80449002
Muscle fatigue	80449002
reduced mental capabiities	386806002
Impaired cognition	386806002
Depression	35489007
Joint and muscle pain	57676002
Arthralgia	57676002
muscle pain	68962001
Myalgia	68962001
Lipitor	3877011000036101
acute pain in the legs	10601006
Pain in lower limb	10601006
shortness of breath	267036007
Dyspnoea	267036007
Depression	35489007
high cholestrol/triglycerides	439953004
Elevated cholesterol/high density lipoprotein ratio	439953004
Lipitor	3877011000036101
Lipitor	3877011000036101
severe hip pain	76948002
Severe pain	76948002
severe pain in buttocks	76948002
Severe pain	76948002
Lipitor	3877011000036101
Lipitor	3877011000036101
Contusion	125667009
Lipitor	3877011000036101
Lipitor	3877011000036101
bloat	248490000
Bloating symptom	248490000
dysmennorhea	266599000
Dysmenorrhoea	266599000
Jaw pain	274667000
Diarreha	62315008
Diarrhoea	62315008
Diarrhoea	62315008
muscle pain	68962001
Myalgia	68962001
Lipitor	3877011000036101
Lipitor	3877011000036101
nosebleeds	12441001
Epistaxis	12441001
lack of ability to concentrate	60032008
Unable to concentrate	60032008
lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
OA	396275006
Osteoarthritis	396275006
Myalgia	68962001
musclesoreness	68962001
Myalgia	68962001
Insomnia	193462001
Insomnia	193462001
pain	22253000
Pain	22253000
the heel I couldn't walk on very well	228158008
Walking disability	228158008
knuckles are so swollen	299060006
Swelling of finger	299060006
muscle problems	129565002
Myopathy	129565002
head aches	25064002
Headache	25064002
memory loss	48167000
Amnesia	48167000
Pins and needles	62507009
tingling in feet	62507009
Pins and needles	62507009
ALS	86044005
Amyotrophic lateral sclerosis	86044005
Severe pain	76948002
joint pain	57676002
Arthralgia	57676002
swelling	65124004
Swelling	65124004
Lipitor	3877011000036101
Lipitor	3877011000036101
ascorbic acid	77435011000036104
Severe knee pain	76948002
Severe pain	76948002
stiffness at left knee	249913002
Knee stiff	249913002
allegra	53458011000036102
Aleve	53458011000036102
anxiety	48694002
Anxiety	48694002
allergic reaction	419076005
Allergic reaction	419076005
severe abdominal pain	76948002
Severe pain	76948002
flu	6142004
Influenza	6142004
discomfort in my legs	247347003
Discomfort	247347003
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
pains	22253000
Pain	22253000
vaginal bleeding	289530006
Vaginal bleeding	289530006
HIDEOUS CONSTANT PAIN	426206001
Constant pain	426206001
could not lift arm	284143002
Difficulty moving arm	284143002
lipitor	3877011000036101
Lipitor	3877011000036101
Tricor	21417011000036105
fenofibrate	21417011000036105
Lipitor	3877011000036101
Lipitor	3877011000036101
sick at stomach	162059005
Upset stomach	162059005
weakness	13791008
Asthenia	13791008
Nausea	422587007
Nausea	422587007
pronounced sweating	52613005
Excessive sweating	52613005
Lipitor	3877011000036101
Lipitor	3877011000036101
severe pain in shoulder	76948002
Severe pain	76948002
Lipitor	3877011000036101
Lipitor	3877011000036101
pressure pain	22253000
Pain	22253000
Bleeding problems	131148009
Bleeding	131148009
couldn't get out of bed	301679006
Difficulty getting off a bed	301679006
lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Severe gas	267052005
Flatulence/wind	267052005
chest pains	29857009
Chest pain	29857009
cramping in both quads (above knee, back of leg)	449917004
Cramp in lower limb	449917004
resting pulse had jumped to about 120	86651002
Pulse fast	86651002
bleeding constantly	131148009
Bleeding	131148009
stomach trouble	300306001
Stomach problem	300306001
pain in my calves	300954003
Pain in calf	300954003
Lipitor	3877011000036101
Lipitor	3877011000036101
Upset stomach	162059005
major cramps	55300003
Muscle cramp	55300003
LIPITOR	3877011000036101
Lipitor	3877011000036101
Hip pain	49218002
loss of concentration	60032008
Unable to concentrate	60032008
Exhaustion	60119000
Exhaustion	60119000
Lipitor's	3877011000036101
Lipitor	3877011000036101
muscle weakness	26544005
Muscle weakness	26544005
Deeper muscle twitches on thighs	60238002
Muscle twitch	60238002
Muscle fatigue	80449002
BLADDER INFECTION	236620008
Infective cystitis	236620008
chills	43724002
Chill	43724002
hip pain	49218002
Hip pain	49218002
pain inbetween both shoulder blades	279038004
Thoracic back pain	279038004
stomach cramping	51197009
Stomach cramps	51197009
tired	224960004
Tired	224960004
sinus problems	301202006
Nasal sinus problem	301202006
pain in back	161891005
Backache	161891005
tingling	62507009
Pins and needles	62507009
stiffness	271587009
Stiffness	271587009
Lipitor	3877011000036101
Lipitor	3877011000036101
lipitor	3877011000036101
Lipitor	3877011000036101
excruciating pain	67849003
Excruciating pain	67849003
pain	22253000
Pain	22253000
arthrotec	3384011000036100
Arthrotec	3384011000036100
WEAK FEELING	13791008
Asthenia	13791008
Lipitor	3877011000036101
Lipitor	3877011000036101
Pain provoked by walking	426899007
Weakness of limb	309774006
tremors	26079004
Tremor	26079004
Hand joint pain	202472008
Lipitor	3877011000036101
Lipitor	3877011000036101
tired	224960004
Tired	224960004
Arthrotec	3384011000036100
Arthrotec	3384011000036100
severe nausea	422587007
Nausea	422587007
Trouble walking	228158008
Walking disability	228158008
elevated lipids	124042003
Increased lipid	124042003
Lipitor	3877011000036101
Lipitor	3877011000036101
chest pains	29857009
Chest pain	29857009
calf pain	300954003
Pain in calf	300954003
hips pain	49218002
Hip pain	49218002
lightheadedness	386705008
Lightheadedness	386705008
extreme pain	76948002
Severe pain	76948002
knee pain	30989003
Knee pain	30989003
fever	386661006
Fever	386661006
abdominal gas	162076009
Excessive upper gastrointestinal gas	162076009
Pain in lower legs	300954003
Pain in calf	300954003
Extreme tiredness	84229001
Fatigue	84229001
pain in my arm and shoulder	102556003
Pain in upper limb	102556003
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Cramp in lower limb	449917004
Pain	22253000
Pain	22253000
legs started tingling	429783005
Paraesthesia of lower extremity	429783005
shoulder pain	45326000
Shoulder pain	45326000
congestion with clear phlem	418092006
Respiratory tract congestion	418092006
Lipitor	3877011000036101
Lipitor	3877011000036101
pain	22253000
Pain	22253000
pain	22253000
Pain	22253000
joint pain in my knees	30989003
Knee pain	30989003
ocular migranes	95655001
Ophthalmic migraine	95655001
pain	22253000
Pain	22253000
diarrhea	62315008
Diarrhoea	62315008
extreme tiredness	84229001
Fatigue	84229001
sleep is not very sound	301345002
Difficulty sleeping	301345002
Hair thinning	278040002
Loss of hair	278040002
Lipitor	3877011000036101
Lipitor	3877011000036101
leg and foot cramping	449917004
Cramp in lower limb	449917004
Lipitor	3877011000036101
Lipitor	3877011000036101
back ache	161891005
Backache	161891005
More problems with my sinuses	7393007
Disorder of nasal sinus	7393007
persistent pain in calf	300954003
Pain in calf	300954003
pain	22253000
Pain	22253000
Atenolol	21624011000036105
atenolol	21624011000036105
Backache	161891005
collapades in the floor	271787007
Collapse	271787007
breast pain	53430007
Mastalgia	53430007
Fatigue	84229001
throat pain	162397003
Pain in throat	162397003
heart attack	22298006
Myocardial infarction	22298006
light headedness	386705008
Lightheadedness	386705008
Constant pins and needles in the toes	309087008
Paraesthesia of foot	309087008
shoulder pain	45326000
Shoulder pain	45326000
fatigued	84229001
Fatigue	84229001
Fatigue	84229001
soreness in thighs	78514002
Thigh pain	78514002
permanent muscle damage	129565002
Myopathy	129565002
suicidal thoughts	6471006
Suicidal thoughts	6471006
dizziness	404640003
Dizziness	404640003
feel dreadful	367391008
Malaise	367391008
Pravachol	3848011000036104
Pravachol	3848011000036104
urinery tract infection	68566005
Urinary tract infection	68566005
noticible loss of muscle structure	88092000
Muscle atrophy	88092000
could not open my hands	284146005
Unable to move hand	284146005
pain all over my body	82991003
Generalised aches and pains	82991003
shoulder pain	45326000
Shoulder pain	45326000
geneal aches and pains	162076009
Excessive upper gastrointestinal gas	162076009
leg cramping	449917004
Cramp in lower limb	449917004
lack of concentration	60032008
Unable to concentrate	60032008
unable to sleep	248255005
Cannot sleep at all	248255005
Tendonitis	34840004
Tendonitis	34840004
stomach pain	271681002
Stomach ache	271681002
Bleeding mini periods	64206003
Hypomenorrhoea	64206003
kidney failure	42399005
Renal failure	42399005
lipitor	3877011000036101
Lipitor	3877011000036101
Fatigue	84229001
fatigue	84229001
Fatigue	84229001
nausia	422587007
Nausea	422587007
ache	22253000
Pain	22253000
jaundins	18165001
Jaundice	18165001
Lipitor	3877011000036101
Stomach distress	162059005
Upset stomach	162059005
headaches	25064002
Headache	25064002
blood pressure had gone sky high	24184005
Finding of increased blood pressure	24184005
neck pain	81680005
Neck pain	81680005
muscle pain	68962001
Myalgia	68962001
MEMORY LOSS	48167000
Amnesia	48167000
Sever muscle pain	76948002
Severe pain	76948002
back pain	161891005
Backache	161891005
vomiting	422400008
Vomiting	422400008
lipitol	3877011000036101
Lipitor	3877011000036101
hip pain	49218002
Hip pain	49218002
debilitating muscle pains	76948002
Severe pain	76948002
Parkinsons	49049000
Parkinson's disease	49049000
Legs painful to the touch	10601006
Pain in lower limb	10601006
joint pain	57676002
Arthralgia	57676002
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Couldn't find words	286381004
Unable to find words	286381004
gout	90560007
Gout	90560007
restless	162221009
Restlessness	162221009
tearfulness	271951008
Crying associated with mood	271951008
feeling a fragility	286651000
Fragile self-esteem	286651000
Hands numb	309521004
Numbness of hand	309521004
diastolic dysfunction	3545003
Diastolic dysfunction	3545003
memory loss	48167000
Amnesia	48167000
Lipitor	3877011000036101
gas	162076009
Excessive upper gastrointestinal gas	162076009
pain in leg muscles	288231001
Myalgia/myositis - lower leg	288231001
severe arthritis symptoms in hip joints	68449006
Arthritis of hip	68449006
pain	22253000
Pain	22253000
Fatigue	84229001
Lipitor	3877011000036101
Lipitor	3877011000036101
FATIGUED	84229001
Fatigue	84229001
gall bladder disease	39621005
Gallbladder disorder	39621005
Zocor	3904011000036106
Zocor	3904011000036106
rashes	271807003
Rash	271807003
passing blood and clots with stoals	405729008
Haematochezia	405729008
flank pain	247355005
Flank pain	247355005
Lipitor	3877011000036101
Lipitor	3877011000036101
SEX DRIVE GONE	248096004
Lack of libido	248096004
voltaren	28551000168108
Voltaren	28551000168108
arm pain	102556003
Pain in upper limb	102556003
sedation	17971005
Sedated	17971005
pain	22253000
Pain	22253000
arthrotec	3384011000036100
Arthrotec	3384011000036100
voltaren	28551000168108
Voltaren	28551000168108
potassium	32643011000036106
potassium	32643011000036106
Pain	22253000
lupus	200936003
Lupus erythematosus	200936003
Irritable	55929007
Feeling irritable	55929007
wasting of muscles	88092000
Muscle atrophy	88092000
Lipitor	3877011000036101
Acute muscle pain	68962001
Myalgia	68962001
itchy	418290006
Itching	418290006
limits my ability climb stairs	165247006
Unable to climb stairs	165247006
Lipitor	3877011000036101
Lipitor	3877011000036101
aches and pains	82991003
Generalised aches and pains	82991003
Zocor	3904011000036106
Zocor	3904011000036106
arthritis pain	57676002
Arthralgia	57676002
leg cramps	449917004
Cramp in lower limb	449917004
shoulder pain	45326000
Shoulder pain	45326000
Lipitor	3877011000036101
Lipitor	3877011000036101
Tired all the time	267032009
couldn't sleep at night	248255005
Cannot sleep at all	248255005
severe depression	310497006
Severe depression	310497006
muscle soreness	68962001
Myalgia	68962001
muscle spasms	55300003
Muscle cramp	55300003
gum trouble	18718003
Gingival disease	18718003
always feeling tired	60119000
Exhaustion	60119000
extreme fatigue	13791008
Asthenia	13791008
muscle weakness	26544005
Muscle weakness	26544005
numbness legs	309537005
Numbness of lower limb	309537005
oxycotin	3702011000036109
Oxycontin	3702011000036109
Arthrotec	3384011000036100
Arthrotec	3384011000036100
Repetitive stress syndrome	4308002
Repetitive strain injury	4308002
visual anomalies	7973008
Abnormal vision	7973008
swollen joints	271771009
Joint swelling	271771009
THIGH PAIN	78514002
Thigh pain	78514002
neck pain	81680005
Neck pain	81680005
short term memory loss	247592009
Poor short-term memory	247592009
fatique	84229001
Fatigue	84229001
Diovan	53523011000036100
Diovan	53523011000036100
Depression	35489007
Depression	35489007
arthritis	3723001
Arthritis	3723001
sweating	415690000
Sweating	415690000
coenzymeQ10	77424011000036100
ubidecarenone	77424011000036100
shoulders hurt	45326000
Shoulder pain	45326000
headaches	25064002
Headache	25064002
intestinal distention	60728008
Abdominal swelling	60728008
lack of energy	248274002
Lack of energy	248274002
lipitor	3877011000036101
Lipitor	3877011000036101
Walking disability	228158008
joint pain	57676002
Arthralgia	57676002
Joint Stiffness	84445001
Joint stiffness	84445001
weakness in legs	309774006
Weakness of limb	309774006
pain	22253000
Pain	22253000
muscle spasmns in left arm	424647005
Cramp in limb	424647005
severe legs problems	128605003
Disorder of extremity	128605003
Lipitor	3877011000036101
Lipitor	3877011000036101
pain	22253000
Pain	22253000
low grade headache	25064002
Headache	25064002
painful inflamation of joints	57676002
Arthralgia	57676002
Alzheimer's	26929004
Alzheimer's disease	26929004
problems with memory	386807006
Memory impairment	386807006
vomiting	422400008
Vomiting	422400008
high cholesterol	124054003
Increased cholesterol esters	124054003
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
bone cancer	428281000
Malignant neoplasm of bone	428281000
itchy	418290006
Itching	418290006
lipitor	3877011000036101
Lipitor	3877011000036101
Musculoskeletal chest pain	281245003
can't get out of bed in the morning	301676004
Unable to get off a bed	301676004
Cramp in lower limb	449917004
vagues	248236005
Mentally vague	248236005
chronic pain condition	82423001
Chronic pain	82423001
Lipitor	3877011000036101
Lipitor	3877011000036101
Muscle cramp	55300003
tingling sensation in the back of my neck	62507009
Pins and needles	62507009
lupus	200936003
Lupus erythematosus	200936003
magnesium	2297011000036108
magnesium	2297011000036108
muscle pain	68962001
Myalgia	68962001
extremely hyper	44548000
Hyperactive behaviour	44548000
spasms in my back	203095000
Spasm of back muscles	203095000
memory (sht term)loss	247592009
Poor short-term memory	247592009
joint soreness	57676002
Arthralgia	57676002
pain	22253000
Pain	22253000
leg muscle pain	68962001
Myalgia	68962001
Sudden grabbing pain in ankle	274663001
Acute pain	274663001
frequent sudden urges to go pee that came out with a force that sprayed everywhere	162116003
Urinary frequency	162116003
severe pain in arm	102556003
Pain in upper limb	102556003
Dizziness	404640003
hair loss	278040002
Loss of hair	278040002
bulging disc	73589001
Intervertebral disc prolapse	73589001
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
weak and wobbly unbalanced	13791008
Asthenia	13791008
Swollen nasal passages	277223000
Swollen nasal mucosa	277223000
Lipitor	3877011000036101
Lipitor	3877011000036101
heart racing	248648003
Palpitations - rapid	248648003
pain	22253000
Pain	22253000
MS	24700007
Multiple sclerosis	24700007
Lipitor	3877011000036101
Lipitor	3877011000036101
bleeding	131148009
Bleeding	131148009
zoloft	3559011000036109
Zoloft	3559011000036109
can barely walk	228158008
Walking disability	228158008
Lipitor	3877011000036101
Lipitor	3877011000036101
Vision reduced	13164000
Reduced visual acuity	13164000
loss of range of motion	70733008
Limitation of joint movement	70733008
Crestor	4031011000036106
loss of stamina	248277009
Lack of stamina	248277009
leg cramps	449917004
Cramp in lower limb	449917004
Achilles peritendonitis	11654001
Achilles tendonitis	11654001
Bleeding between periods	237130006
zorloft	3559011000036109
Zoloft	3559011000036109
pain	22253000
Pain	22253000
Low sex drive	8357008
Reduced libido	8357008
bearly walk	228158008
Walking disability	228158008
hair is getting very thin	278040002
Loss of hair	278040002
fibromyalgia	24693007
Fibromyalgia	24693007
lipitor	3877011000036101
Lipitor	3877011000036101
Advil	53215011000036102
Advil	53215011000036102
vision problems - seeing two or three of everything	63102001
Visual disturbance	63102001
Numbness in mouth	95359001
Mucosal numbness	95359001
muscle pain	68962001
Myalgia	68962001
legs twitching	60238002
Muscle twitch	60238002
solaraze	39651011000036100
Solaraze	39651011000036100
fibromalgia	24693007
Fibromyalgia	24693007
Discolouration of skin	3253007
swollen nasal passages	277223000
Swollen nasal mucosa	277223000
very bad pain in my muscles	68962001
Myalgia	68962001
very weak	13791008
Asthenia	13791008
Lipitor	3877011000036101
Lipitor	3877011000036101
slowed speach	82883008
Disturbance in speech rhythm	82883008
lack of sexual desire	248096004
Lack of libido	248096004
hunger	55350005
Hungry	55350005
Rupture of tendon of lower leg and ankle	240014001
Lipitor	3877011000036101
Lipitor	3877011000036101
bumps on both sides of my stomach that looks like chicken pots	271807003
Rash	271807003
pain in right thigh	78514002
Thigh pain	78514002
Could not eat	288885009
Unable to eat	288885009
heart palpitations	80313002
Palpitations	80313002
Lipitor	3877011000036101
Lipitor	3877011000036101
sick	39104002
Illness	39104002
joint pain in my hips	49218002
Hip pain	49218002
heavy menstral cycles	386692008
Menorrhagia	386692008
chestpain	29857009
Chest pain	29857009
Lipitor	3877011000036101
Lipitor	3877011000036101
drained and tired	224960004
Tired	224960004
sick	39104002
Illness	39104002
bowel/uterine cramping	9991008
Abdominal colic	9991008
neck pains	81680005
Neck pain	81680005
White blood cell count abnormal	165509000
falls	161898004
Falls	161898004
cortisone	21779011000036103
Numbness	44077006
Numbness	44077006
Pravachol	3848011000036104
Pravachol	3848011000036104
Lipitor	3877011000036101
Lipitor	3877011000036101
weird dreams	419581008
Bizarre dreams	419581008
short-term memory loss	247592009
Poor short-term memory	247592009
vomiting	422400008
Vomiting	422400008
wrist pain	56608008
Pain in wrist	56608008
Muscle aches in arms	288228002
Myalgia/myositis - forearm	288228002
short term memory loss	247592009
Poor short-term memory	247592009
lots of pain in the muscles	68962001
Myalgia	68962001
tingly feeling in scalp	62507009
Pins and needles	62507009
Lipitor	3877011000036101
Lipitor	3877011000036101
Nausea	422587007
brain problems	81308009
Encephalopathy	81308009
Extreme vertigo	103298005
Severe vertigo	103298005
Lipitor	3877011000036101
Lipitor	3877011000036101
extreme muscle pain	76948002
Severe pain	76948002
Lipitor	3877011000036101
Lipitor	3877011000036101
terrible nightmares	419145002
Nightmares	419145002
muscular pains	68962001
Myalgia	68962001
sinus problems	301202006
Nasal sinus problem	301202006
muscle problem	129565002
Myopathy	129565002
Excruciating pain	67849003
skin rash	271807003
Rash	271807003
Aches and pain from head to toe	82991003
Generalised aches and pains	82991003
Excessive upper gastrointestinal gas	162076009
itches	418290006
Itching	418290006
fluey feelings in upper arms, legs	95891005
Influenza-like illness	95891005
motrin	21885011000036105
ibuprofen	21885011000036105
mood swings	18963009
Mood swings	18963009
Lipitor	3877011000036101
Lipitor	3877011000036101
arthritis	3723001
Arthritis	3723001
pain	22253000
Pain	22253000
bleeding	131148009
Bleeding	131148009
aching in my fingers	18876004
Pain in finger	18876004
muscle spasm	55300003
Cramp	55300003
Irregular heart beat	361137007
Hand cramps	250082003
Hand cramps	250082003
all-over muscle pain	68962001
Myalgia	68962001
ANXIETY	48694002
Anxiety	48694002
Heart desease	56265001
Heart disease	56265001
aspirin	21719011000036107
aspirin	21719011000036107
neurological damage	128239009
Injury of nervous system	128239009
menopause	289903006
Menopause present	289903006
Lipitor	3877011000036101
pruritus	418363000
Itching of skin	418363000
memory deficits	386807006
Memory impairment	386807006
Lipitor	3877011000036101
Lipitor	3877011000036101
bloating	248490000
Bloating symptom	248490000
muscle pain in feet	47933007
Foot pain	47933007
dificulty in concentrating	247761005
Reduced concentration	247761005
stiff	271587009
Stiffness	271587009
pain	22253000
Pain	22253000
fatigue	84229001
Fatigue	84229001
KNEE PAIN	30989003
Knee pain	30989003
BACK PAIN	161891005
Backache	161891005
Numbness of finger	309536001
Prednisone	21496011000036106
prednisone	21496011000036106
unable to concentrate	60032008
Unable to concentrate	60032008
headache	25064002
Headache	25064002
Lipitor	3877011000036101
Lipitor	3877011000036101
musclesoreness	68962001
Myalgia	68962001
Lipitor	3877011000036101
Lipitor	3877011000036101
rash	271807003
Rash	271807003
omega 3	931804011000036107
omega-3-acid ethyl esters-90	931804011000036107
tingling in the soles of my feet	62507009
Pins and needles	62507009
BP was very low	23520002
Decreased venous pressure	23520002
labyrinthitis	23919004
Labyrinthitis	23919004
chest pain	29857009
Chest pain	29857009
JOINT PAIN	57676002
Arthralgia	57676002
LIPITOR	3877011000036101
Lipitor	3877011000036101
lipitor	3877011000036101
Lipitor	3877011000036101
depression	35489007
Depression	35489007
Gas	162076009
Excessive upper gastrointestinal gas	162076009
Lipitor	3877011000036101
Lipitor	3877011000036101
inflammation	128139000
Inflammatory disorder	128139000
severe acid reflux	698065002
Acid reflux	698065002
Disorder of eye	371405004
pain	22253000
Pain	22253000
Lipitor	3877011000036101
Lipitor	3877011000036101
lipitor	3877011000036101
Lipitor	3877011000036101
lipitor	3877011000036101
Lipitor	3877011000036101
Liver disease	235856003
pain	22253000
Pain	22253000
reflux	47268002
Reflux	47268002
Lipitor	3877011000036101
Lipitor	3877011000036101
leg cramps	449918009
Cramp in lower leg	449918009
tiredness	267031002
Tiredness symptom	267031002
Facial swelling	278528006
Facial swelling	278528006
Lipitor	3877011000036101
Lipitor	3877011000036101
pain has been so intense	76948002
Severe pain	76948002
seroquel	14351000168102
Seroquel	14351000168102
muscle pain	68962001
Myalgia	68962001
Right knee always swollen	299322007
Swelling of knee joint	299322007
Unable to eat	288885009
nausea	422587007
Nausea	422587007
heaviness in eyes	78860006
Heavy feeling in eyelids	78860006
slightly elevated CPK	166717003
Serum creatinine raised	166717003
gas	162076009
Excessive upper gastrointestinal gas	162076009
Burning pain	36349006
swallowing so bad	399122003
Swallowing problem	399122003
weakness	13791008
Asthenia	13791008
exhaustion	60119000
Exhaustion	60119000
CoQ10	77424011000036100
ubidecarenone	77424011000036100
cramping neck muscels	95418008
Muscle spasms of head AND/OR neck	95418008
pains	22253000
Pain	22253000
joint pain	57676002
Arthralgia	57676002
CPK spike	166717003
Serum creatinine raised	166717003
leg pain	10601006
Pain in lower limb	10601006
back pain	161891005
Backache	161891005
Lipitor	3877011000036101
Lipitor	3877011000036101
general overal weakness	162076009
Excessive upper gastrointestinal gas	162076009
dizzy	404640003
Dizziness	404640003
headache	25064002
Headache	25064002
hurt from my ankles to my hips	247373008
Ankle pain	247373008
pains	22253000
Pain	22253000
MORPHINE	21252011000036100
morphine	21252011000036100
diclofenac	21288011000036105
diclofenac	21288011000036105
hands are warm to touch	248422003
Warm hands	248422003
Voltaren	28551000168108
Voltaren	28551000168108
weakness	13791008
Asthenia	13791008
Malaise	367391008
Malaise	367391008
Horrible leg pain	76948002
Severe pain	76948002
stomach pains	271681002
Stomach ache	271681002
sore joints	57676002
Arthralgia	57676002
fatigue	84229001
Fatigue	84229001
Uncontrollable gas	267052005
Flatulence/wind	267052005
insomnia	193462001
Insomnia	193462001
Walking disability	228158008
diarrhea	62315008
Diarrhoea	62315008
METAL MOODS	286641001
Moody	286641001
stomach cramps	51197009
Stomach cramps	51197009
buzzing sensation in leg	101000119102
Numbness and tingling sensation of skin	101000119102
Fish Oil	77436011000036106
fish oil natural	77436011000036106
occasional dizziness	404640003
Dizziness	404640003
difficulty breathing	230145002
Difficulty breathing	230145002
Feet still hurt	47933007
Foot pain	47933007
diahrrea	62315008
Diarrhoea	62315008
Lipitor	3877011000036101
Lipitor	3877011000036101
Pain in wrist	56608008
Pain in wrist	56608008
cognitive impairments	386806002
Impaired cognition	386806002
mypaid forte	177241000036105
paracetamol + ibuprofen	177241000036105
weakness	13791008
Asthenia	13791008
vaginal bleeding	289530006
Vaginal bleeding	289530006
anxiety	48694002
Anxiety	48694002
intense muscle pain with intense burning in my neck	68962001
Myalgia	68962001
Loss of hair	278040002
lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Pain in elbow	74323005
Pain in elbow	74323005
Crestor	4031011000036106
Crestor	4031011000036106
decreased sense of smell	83156004
Sense of smell impaired	83156004
extreme pain	76948002
Severe pain	76948002
Terrible pain in hips	49218002
Hip pain	49218002
very tired	224960004
Tired	224960004
weight gain	8943002
Weight gain	8943002
Muscle twitches	60238002
Muscle twitch	60238002
Extreme pain in upper back area	76948002
Severe pain	76948002
hunger feeling	55350005
Hungry	55350005
Major sorness in elbows	74323005
Pain in elbow	74323005
movement is restricted	70733008
Limitation of joint movement	70733008
Memory impairment	386807006
mentstrual cramps	431416001
Menstrual cramp	431416001
Liptor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
Lipitor	3877011000036101
stomach upsets	162059005
Upset stomach	162059005
acid reflux	698065002
Acid reflux	698065002
constant alert	248234008
Mentally alert	248234008
Olmetec	3066011000036105
arthritis	3723001
Arthritis	3723001
pain in arms	102556003
Pain in upper limb	102556003
irritability	55929007
Feeling irritable	55929007
pain	22253000
Pain	22253000
diarrhea	62315008
Diarrhoea	62315008
headaches	25064002
Headache	25064002
menstrual cramps with vaginal bleeding	431416001
Menstrual cramp	431416001
aching pain in my arms	102556003
Pain in upper limb	102556003
pains	22253000
Pain	22253000
diarrhea	62315008
Diarrhoea	62315008
pethidine	34839011000036106
in a FOG	419723007
Mentally dull	419723007
Zetia	21930011000036101
ezetimibe	21930011000036101
dizziness	404640003
Dizziness	404640003
Lipitor	3877011000036101
Lipitor	3877011000036101
stomach pain	271681002
Stomach ache	271681002
massive gas cramps	45979003
Abdominal wind pain	45979003
stroke	230690007
Cerebrovascular accident	230690007
